clip_name,end,event_number,start
938993 rj barrett knicks vegas dinner.mov,00:01:57;07,028,00:01:53;55
938993 rj barrett knicks vegas dinner.mov,00:02:00;27,029,00:01:57;07
938993 rj barrett knicks vegas dinner.mov,00:02:03;38,030,00:02:00;27
938993 rj barrett knicks vegas dinner.mov,00:02:07;29,031,00:02:03;38
938993 rj barrett knicks vegas dinner.mov,00:02:10;27,032,00:02:07;29
rooks_msg_scenics_103119.mov,00:02:16;47,033,00:02:10;27
rooks_knicks_msg_broll_110419.mov,00:02:18;17,034,00:02:16;47
rooks_knicks_fans_2.mov,00:02:20;14,035,00:02:18;17
rooks_knicks_fans_2.mov,00:02:21;59,036,00:02:20;14
938993 rj barrett knicks vegas dinner.mov,00:02:25;49,037,00:02:21;59
938993 rj barrett knicks vegas dinner.mov,00:02:28;16,038,00:02:25;49
938993 rj barrett knicks vegas dinner.mov,00:02:33;36,039,00:02:28;16
938993 rj barrett knicks vegas dinner.mov,00:02:37;51,040,00:02:33;36
938993 rj barrett knicks vegas dinner.mov,00:02:40;26,041,00:02:37;51
938993 rj barrett knicks vegas dinner.mov,00:02:41;49,042,00:02:40;26
938993 rj barrett knicks vegas dinner.mov,00:02:45;34,043,00:02:41;49
938993 rj barrett knicks vegas dinner.mov,00:02:46;59,044,00:02:45;34
938993 rj barrett knicks vegas dinner.mov,00:02:51;27,045,00:02:46;59
938993 rj barrett knicks vegas dinner.mov,00:02:54;59,046,00:02:51;27
938993 rj barrett knicks vegas dinner.mov,00:02:56;39,047,00:02:54;59
MVI_0384.MP4,00:03:00;05,048,00:02:56;39
rooks_938581_rjbarrett_intv.mov,00:03:01;40,049,00:03:00;05
phantom_selects_CHI_NYK_broll_pt1_102919.mov,00:03:08;56,050,00:03:01;40
MVI_0391.MP4,00:03:12;47,051,00:03:08;56
rooks_knicks_msg_broll_110419.mov,00:03:16;52,052,00:03:12;47
MVI_0439.MP4,00:03:23;38,053,00:03:16;52
MVI_0429.MP4,00:03:27;18,054,00:03:23;38
MVI_0436.MP4,00:03:28;39,055,00:03:27;18
rooks_BOS_NYK_phantom_broll_pt1_102619.mov,00:03:32;47,056,00:03:28;39
MVI_0437.MP4,00:03:35;07,057,00:03:32;47
MVI_0462.MP4,00:03:36;57,058,00:03:35;07
rooks_BOS_NYK_phantom_broll_pt1_102619.mov,00:03:48;29,059,00:03:36;57
MVI_0457.MP4,00:03:53;05,060,00:03:48;29
rooks_BOS_NYK_phantom_broll_pt1_102619.mov,00:03:56;08,061,00:03:53;05
MVI_1479.MP4,00:04:00;50,062,00:03:56;08
MVI_1480.MP4,00:04:05;28,063,00:04:00;50
MVI_1454.MP4,00:04:09;51,064,00:04:05;28
MVI_1425.MP4,00:04:14;11,065,00:04:09;51
MVI_1495.MP4,00:04:19;33,066,00:04:14;11
MVI_1490.MP4,00:04:23;47,067,00:04:19;33
MVI_1486.MP4,00:04:26;53,068,00:04:23;47
MVI_1480.MP4,00:04:35;48,069,00:04:26;53
rooks_DAL_NOP_more_zion_103119.mov,00:04:37;21,070,00:04:35;48
rooks_DAL_NOP_more_zion_103119.mov,00:04:40;54,071,00:04:37;21
MVI_1481.MP4,00:04:44;58,072,00:04:40;54
MVI_1497.MP4,00:04:54;21,073,00:04:44;58
rooks_dal_v_nop_wired_melt_102519.mxf,00:04:57;24,074,00:04:54;21
rooks_DAL_NOP_pt1_102519.mov,00:05:03;48,075,00:04:57;24
rooks_dal_v_nop_wired_melt_102519.mxf,00:05:05;53,076,00:05:03;48
rooks_DAL_NOP_pt2_102519.mov,00:05:08;46,077,00:05:05;53
MVI_1515.MP4,00:05:12;16,078,00:05:08;46
MVI_1521.MP4,00:05:20;32,079,00:05:12;16
MVI_1522.MP4,00:05:21;47,080,00:05:20;32
MVI_1526.MP4,00:05:30;40,081,00:05:21;47
MVI_1540.MP4,00:05:34;12,082,00:05:30;40
MVI_1534.MP4,00:05:39;14,083,00:05:34;12
rooks_NOP_practice_BTS_100619.mov,00:05:42;27,084,00:05:39;14
rooks_NOP_practice_BTS_100619.mov,00:05:45;22,085,00:05:42;27
rooks_NOP_practice_BTS_100619.mov,00:05:48;25,086,00:05:45;22
rooks_zion_williamson_interview_1105.mp4,00:05:54;10,087,00:05:48;25
AK_card_part_6.mov,00:06:02;25,088,00:05:54;10
A001C003_190810_R505.mov,00:06:05;50,089,00:06:02;25
A001C006_190810_R505.mov,00:06:08;37,090,00:06:05;50
A039C004_120101_A4XZ.mov,00:06:11;20,091,00:06:08;37
A001C007_190810_R505.mov,00:06:15;49,092,00:06:11;20
A001C002_190810_R505.mov,00:06:25;18,093,00:06:15;49
A039C001_120101_A4XZ.mov,00:06:29;40,094,00:06:25;18
A039C004_120101_A4XZ.mov,00:06:33;35,095,00:06:29;40
A001C002_190810_R505.mov,00:06:43;25,096,00:06:33;35
Rooks_RJ_Coby_4_CBB_North_Carolina_v_Duke_BKAC_5157_Post_Press___GomezI___00_07_54_00___00_08_21_00.mxf,00:06:47;33,097,00:06:43;25
Rooks_RJ_Coby_4_CBB_North_Carolina_v_Duke_BKAC_5157_Post_Press___GomezI___00_07_54_00___00_08_21_00.mxf,00:06:55;24,098,00:06:47;33
A001C002_190810_R505.mov,00:07:02;39,099,00:06:55;24
Coby_1_CBB_ACC_Tournament_Duke_v_North_Carolina_TRUCK_MELT_3_15_2019_HD_EVS_Archive___StLewisJ___22_14_32_00___22_15_40_00.mxf,00:07:05;52,100,00:07:02;39
RJ_4_CBB_ACC_Tournament_Duke_v_North_Carolina_TRUCK_MELT_3_15_2019_HD_EVS_Archive___StLewisJ___22_13_54_00___22_14_31_00.mxf,00:07:10;56,101,00:07:05;52
A039C001_120101_A4XZ.mov,00:07:15;03,102,00:07:10;56
A001C002_190810_R505.mov,00:07:21;36,103,00:07:15;03
Duke_UNC_Clean_CBB_ACC_Tournament_Duke_v_North_Carolina_TRUCK_MELT_3_15_2019_HD_EVS_Archive___StLewisJ___22_35_46_00___22_43_29_00.mxf,00:07:29;16,104,00:07:21;36
Duke_UNC_Clean_CBB_ACC_Tournament_Duke_v_North_Carolina_TRUCK_MELT_3_15_2019_HD_EVS_Archive___StLewisJ___22_35_46_00___22_43_29_00.mxf,00:07:31;37,105,00:07:29;16
Duke_UNC_Clean_CBB_ACC_Tournament_Duke_v_North_Carolina_TRUCK_MELT_3_15_2019_HD_EVS_Archive___StLewisJ___22_35_46_00___22_43_29_00.mxf,00:07:34;30,106,00:07:31;37
A001C003_190810_R505.mov,00:07:39;01,107,00:07:34;30
MVI_6584.MP4,00:07:45;59,108,00:07:39;01
A039C002_120101_A4XZ.mov,00:07:51;43,109,00:07:45;59
A001C003_190810_R505.mov,00:07:56;37,110,00:07:51;43
MVI_6584.MP4,00:08:05;57,111,00:07:56;37
phantom_selects_chi_all_access_practice_101419_.mov,00:08:07;21,112,00:08:05;57
phantom_selects_chi_all_access_practice_101419_.mov,00:08:08;38,113,00:08:07;21
phantom_selects_chi_all_access_practice_101419_.mov,00:08:11;00,114,00:08:08;38
rooks_BOS_NYK_phantom_broll_pt2_102619.mov,00:08:19;02,115,00:08:11;00
phantom_selects_CHI_NYK_broll_pt2_102919.mov,00:08:23;50,116,00:08:19;02
A001C002_190810_R505.mov,00:08:32;36,117,00:08:23;50
rooks_msg_scenics_103119.mov,00:08:34;43,118,00:08:32;36
rooks_msg_scenics_103119.mov,00:08:38;17,119,00:08:34;43
00001.MTS,00:08:40;03,120,00:08:38;17
MVI_1511.MP4,00:08:45;36,121,00:08:40;03
MVI_1513.MP4,00:08:52;16,122,00:08:45;36
MVI_1515.MP4,00:09:11;19,123,00:08:52;16
rooks_msg_scenics_103119.mov,00:09:13;24,124,00:09:11;19
MVI_1520.MP4,00:09:16;28,125,00:09:13;24
MVI_1525.MP4,00:09:24;31,126,00:09:16;28
MVI_1527.MP4,00:09:29;56,127,00:09:24;31
MVI_1530.MP4,00:09:38;34,128,00:09:29;56
MVI_1562.MP4,00:09:40;34,129,00:09:38;34
00028.MTS,00:09:46;14,130,00:09:40;34
MVI_1578.MP4,00:09:50;22,131,00:09:46;14
phantom_selects_CHI_NYK_broll_pt2_102919.mov,00:09:57;34,132,00:09:50;22
phantom_selects_CHI_NYK_broll_pt2_102919.mov,00:10:10;55,133,00:09:57;34
phantom_selects_CHI_NYK_broll_pt2_102919.mov,00:10:14;07,134,00:10:10;55
phantom_selects_CHI_NYK_broll_pt2_102919.mov,00:10:19;10,135,00:10:14;07
phantom_selects_CHI_NYK_broll_pt2_102919.mov,00:10:27;37,136,00:10:19;10
phantom_selects_CHI_NYK_broll_pt2_102919.mov,00:10:36;05,137,00:10:27;37
rooks_CHI_NYK_rj_102919.mov,00:10:37;30,138,00:10:36;05
rooks_CHI_NYK_rj_102919.mov,00:10:42;17,139,00:10:37;30
MVI_1615.MP4,00:10:44;27,140,00:10:42;17
phantom_selects_CHI_NYK_broll_pt4_102919.mov,00:10:58;02,141,00:10:44;27
MVI_1623.MP4,00:11:03;46,142,00:10:58;02
00030.MTS,00:11:09;26,143,00:11:03;46
MVI_1637.MP4,00:11:13;48,144,00:11:09;26
MVI_1637.MP4,00:11:20;33,145,00:11:13;48
MVI_1637.MP4,00:11:22;16,146,00:11:20;33
MVI_1640.MP4,00:11:26;52,147,00:11:22;16
REVISED END PAGE with special thanks 1011.mpeg,00:11:38;28,148,00:11:26;52
